Job Title,Company Name,Country,When Posted,No. of Applicants,Hyperlink,Job Description
Human Resource Manager,ECON HEALTHCARE (S) PTE. LTD.,Singapore| Singapore,1 month ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/human-resource-manager-at-econ-healthcare-s-pte-ltd-2218913451?refId=77e08445-b013-439e-85ba-7336dff4124a&position=23&pageNum=28&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Job Description<br/><br/></u></strong>The job can be unpacked into the following 4 perspectives and roles although these in reality are intertwined and have to be worked at holistically:<br/><ul><li> HR Administration<br/></li></ul>Lead the execution and evaluation of the full spectrum of HR functions; including but not limited to:<br/><ul><li> Recruitment &amp; Selection</li><li> Appointments Confirmations &amp; Contract Renewals</li><li> Compensation &amp; Benefits Payroll &amp; Benefit Management</li><li> Performance Management &amp; Appraisal</li><li> Learning &amp; Staff Development</li><li> Administration of Rewards &amp; Recognition</li><li> Exits and Terminations</li><li> Discipline &amp; Dismissal<br/></li></ul>Formulate implement and review human resources plans policies and procedures that relate to the management of Econ staff<br/><br/>Contribute to the development of HR department goals objectives and the improvement to systems processes and results.<br/><ul><li> Employee Care &amp; Engagement<br/></li></ul>Ensure the smooth flow of HR support across the Econ Healthcare Group to effectively meet staff and connect people with people.<br/><br/>Champion staff safety and wellbeing and provide conducive workplace conditions and environment.<br/><br/>Oversee administration of staff benefits and related record keeping.<br/><br/>Motivate and evaluate staff ownership in building the success and good name of Econ healthcare.<br/><br/>Work out practical deployment and developmental pathways for staff to be groomed and grown as individuals and as effective team members in elderly care.<br/><br/>Own the people-related and celebratory events and awards such as D&amp;D GEM and others which may be augmented over time.<br/><ul><li> Strategic Support to HR Director<br/></li></ul>Support in periodical analysis and collation of HR data to inform and support in business decisions and improve operations.<br/><br/>Provide regular reports and assist to discern the trends and patterns that will enable the overall planning of HR strategies and directions.<br/><br/>Partner with HODs to provide HR solutions to support their departmental activities and imperatives.<br/><br/>Support the HR Director in building an organisational culture and behavioural norms that is congruent with the mission vision and corporate values of Econ Healthcare.<br/><ul><li> Manage Change in the Econ Work Space<br/></li></ul>Ensure that the Staff Structure Organisational Estab figures are keeping up with business marketplace and regulatory changes and guide in job re-design where appropriate.<br/><br/>Support in the control and maintenance of manpower costs and budget in commensuration with business demands and performance.<br/><br/>Collect &amp; collate inputs to administer and adjust the performance management framework to motivate reward and recognise work excellence<br/><br/>Harness and administer individual learning and developmental investments for organisational learning and improved outcomes<br/><br/>Digitalise and innovate HR solutions for improved HR effectiveness.<br/><ul><li> Manage and Develop HR staff and Team<br/></li></ul>To upkeep good HR governance and discipline in the management of people and people-related policies and practices.<br/><br/>To supervise HR staff and team plan and control daily weekly monthly and yearly cycles of HR activities and work stream.<br/><br/>To assist to coach develop and evaluate HR capabilities and capacity in the individuals and as a team with a view to provide HR solutions into new Asia Pac Econ developments.<br/><br/><strong><u>Job Requirements<br/></u></strong><ul><li> Holds at least a Bachelor Degree</li><li> 7-10 years of HR Generalist experience</li><li> Candidate with Healthcare Industry experience has an advantage</li><li> Proficient in MS Office</li><li> Familiar with Timesoft is an advantage</li><li> Strong working knowledge of Employment Act and regulations on foreign recruitment</li><li> Good grasp of People Development and Management principles and knowledge of best practices</li><li> Strong leadership planning; good communicator and interpersonal skills</li><li> Ability to work independently and possess strong business acumen</li><li> Strong organization skills with the ability to prioritize organizational tasks</li><li> Ability to work effectively in team environment</li><li> Ability to multi-task; hands on approach<br/></li></ul></div>
HR Business Partner - Global Technology HR Lead (ED/MD level),Frazer Jones,Singapore| Singapore,2 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/hr-business-partner-global-technology-hr-lead-ed-md-level-at-frazer-jones-2233973540?refId=77e08445-b013-439e-85ba-7336dff4124a&position=24&pageNum=28&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">Global HR Technology Lead - ED / MD Financial Services Singapore Excellent package on offer Introduction: We are proud to partner exclusively with our client a leading global financial services organisation to appoint a Global HR Business Partner Lead (ED/MD Level) for Technology. This individual will have a background of supporting sizeable and highly innovative geographically dispersed Technology populations within matrix organisations which are going through extensive change. This is a very visible Global Tech HR BP Lead position and the organisation is in growth mode with a lot of exciting projects upcoming. This is an opportunity to truly shape the entire international Technology function as a strategic HR adviser to the CIO. About the role: Reporting in to the Global Head of HR with a dotted line in to the Global Head of Technology this individual will spearhead all HR changes related to the global technology population across the entire organisation. More specifically you will drive HR Strategy People Projects Culture and Engagement Talent Management Organisation Design / TOM (offshoring) M&amp;A upskilling and reskilling employees building innovative capabilities across the global Technology population in an agile structure. This is a largely strategic role as this person will coach and advise the global Tech leadership team on all HR / people technology and innovation related matters supported by a forward thinking global HR team. This person will operate in a strategic individual contributor position initially with a view to potentially manage a globally dispersed team longer term. The successful applicant: This is a wonderful opportunity for someone who enjoys operating in a highly matrix and international working environment managing complex strategic HR projects (supported by CoEs) building excellent relationships with the leadership team. This position would be a perfect stepping-stone in to a Global MD role longer-term within the organisation due to the extensive focus on Technology &amp; Innovation in areas such as; digital data science AI cyber as well as reviewing key skills of the future. This person should be highly passionate about and knowledgeable in Technology. This role would suit an individual who thrives in a fast paced results driven environment and who works well in time critical situations facing off directly to Global C-Suite. Experience operating in a global Technology Fintech or Financial Services organisation is preferred. Thanks for your time. Please apply to find out more about this role. Alternatively if you are looking to make a key HR hire in to your team or if you want to discuss the HR market please get in touch. Successful referrals are also rewarded! CHARLOTTE MATTHEW Director - Head of Financial &amp; Professional Services https://www.linkedin.com/in/charlottematthew/ charlottematthew@frazerjones.com Personnel Registration Number: R1987572 EA Licence No: 17S8475 Note: We regret that only shortlisted candidates will be notified To comply with local laws our Singapore office EA Licence No is: 17S8475. Please note that your personal information will be treated in accordance with our Privacy Policy.</div>
Assistant Director (Human Resource),Accountant-General's Department,Singapore| Singapore,6 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/assistant-director-human-resource-at-accountant-general-s-department-2218567468?refId=77e08445-b013-439e-85ba-7336dff4124a&position=25&pageNum=28&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Responsibilities<br/><br/></u></strong>You will provide support in the formulation and implementation of HR policies and frameworks and foster a motivated and high-performing workforce. You will:<br/><ul> <li> Be part of a team handling HR functions in the department which include performance management manpower and succession planning talent development rewards &amp; recognition and staff engagement; </li> <li> Assist in ad-hoc projects as assigned. </li> <br/><br/></ul><strong><u>Requirements<br/></u></strong><ul> <li> Tertiary qualification preferably in HR/ related discipline; </li> <li> Prior working experience in public sector HR is preferred; </li> <li> Motivated organised meticulous people-oriented and a team player; </li> <li> Good communication and writing skills; and </li> <li> Able to multitask in a fast-paced environment.</li></ul></div>
Executive (Human Resource) -(9 months),RMA Consultants Pte Ltd,Singapore| Singapore,5 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/executive-human-resource-9-months-at-rma-consultants-pte-ltd-2220940388?refId=5bf9ed4f-5336-4411-9447-500179395543&position=1&pageNum=29&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Our Client<br/><br/></u></strong>To establish Singapore as an international business and financial centre we work to maintain international standards and best practices in various areas<br/><br/><strong><u>Your Key Responsibilities Will Be<br/></u></strong><ul><li> Assist M/SM (HRM) in the end to end of recruitment including posting of ads shortlisting of candidates scheduling of interview conducting reference checks putting up for approval making the formal offer and submitting IT requests </li><li> Assist in records managements upon on-boarding of new hires </li><li> Assist in the checking of temp billings </li><li> Track &amp; liaise with temp agencies for temp requirements </li><li> Assist in creation of video and organisation of 2021 Staff Recognition Ceremony <br/><br/></li></ul><strong><u>The Profile We Are Looking For<br/></u></strong><ul><li> Good PC handling knowledge </li><li> Practical knowledge of MS Office Applications </li><li> Written and Verbal Communication Skills </li><li> Ability to perform logistical duty <br/></li></ul><strong> Working Hours &amp; Location: <br/></strong><ul><li> Monday to Friday </li><li>830AM – 6PM / 830AM – 530PM </li><li> Location: MND Building <br/></li></ul><strong> Apply Today <br/><br/></strong>By submitting your application and resume to us you will be deemed to have agreed and consented to us collecting using retaining and disclosing your personal information to prospective employers for their consideration. All resumes will be treated with the strictest confidentiality. We regret to inform that only shortlisted candidates will be notified.<br/><br/><strong><u>Interested Candidates Please Send Your Queries To<br/><br/></u></strong>Contact Person: Lynette Chong / Nadiah Nasir<br/><br/>Email: click apply<br/><br/>RMA Consultants Pte Ltd (EA Licence No. 93C4403 / EA Regn. No. R1547667)</div>
SR HUMAN RESOURCE MANAGER,LIVINWALL PTE. LTD.,Singapore| Singapore,3 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/sr-human-resource-manager-at-livinwall-pte-ltd-2209840449?refId=5bf9ed4f-5336-4411-9447-500179395543&position=2&pageNum=29&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Job Description &amp; Requirements<br/><br/></u></strong><strong>Job Purpose<br/><br/></strong>The Senior HR Executive manage all HR-related functions and activities covering recruitment training and development performance management rewards management and employee engagement.<br/><br/><strong><u>Core Responsibilities<br/></u></strong><ul> <li>Develop own the HR project plan and ensuring key milestones are identified and communicated to key stakeholders (this includes senior management).</li> <li>Prepare annual manpower plans in line with line managers’ inputs/requests and seek approval from CFO/CEO.</li> <li>Leveraging on both online (etc. LinkedIn) and offline (etc. Career fairs Road shows etc.) mediums to source for suitable candidates to fill vacancies and conduct selection interviews with line managers</li> <li>Organise manage and craft recruitment related material to support online and offline events.</li> <li>Follow up to seek approval on the employment terms make employment offers prepare employment contracts and apply for work permits where required.</li> <li>Conduct orientation and on-boarding program for new employees.</li> <li>Facilitate standardisation and alignment for the HR systems and tools that include policy review training implementation follow up improvement and change management to embed the new ways of working</li> <li>Coordinate the annual performance goals setting session and quarterly performance review and evaluation as well as review and seek confirmation on the performance and competency ratings for employees</li> <li>Consult line managers to identify the learning &amp; development needs of employees and organise training programs to fulfil the L&amp;D needs</li> <li>Consult the CFO/CEO to decide on annual salary review and annual/quarterly bonus/incentive in line with performance and budget compute the approved salary increments and bonus payments and advise payroll accordingly</li> <li>Prepare all types of employment-related letters including employment contracts confirmation letters resignation acceptance letters termination letters increment letters and bonus letters</li> <li>Administer employee benefits claims and payments</li> <li>Support line managers in dealing with grievances and disciplinary issues</li> <li>Provide advice to line managers and employees on staff policies and attend to enquiries</li> <li>Organise and manage staff welfare programs.</li> <li>Handle exit management of employees.</li> <li>Maintain and safe-keep all employee records and employee-related document</li> <li>Review digitalization of HR processes and provide solution to streamline and establish shared services protocols and policies.</li> <li>Perform any other duties as assigned by the Company</li></ul></div>
Human Resource & Administrative Officer,DESIGN CLINIQ PTE. LTD.,Singapore| Singapore,1 day ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/human-resource-administrative-officer-at-design-cliniq-pte-ltd-2233234653?refId=5bf9ed4f-5336-4411-9447-500179395543&position=3&pageNum=29&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>Maintaining physical and digital personnel records like employment contracts.</li> <li>Update internal databases with new hire information</li> <li>Create and distribute guidelines and FAQ documents about company policies</li> <li>Gather payroll data like bank accounts and working days</li> <li>Publish and remove job ads</li> <li>Schedule job interviews and contact candidates as needed</li> <li>Prepare reports </li> <li>Respond to employees’ questions about benefits (for example number of vacation days they’re eligible for)</li> <li>HR duties</li> <li>Five-day work week Medical &amp; Dental insurance</li> <li>A fast-growing company</li> <br/><br/></ul><strong><u>Requirements<br/></u></strong><ul> <li>Work experience as an HR &amp; Admin Officer HR Administrative Assistant or similar role</li> <li>Familiarity with Human Resources Information Systems (HRIS)</li> <li>Basic knowledge of labour legislation</li> <li>Experience using spreadsheets</li> <li>Organizational skills</li> <li>Good verbal and written communication skills</li> <li>BSc in Human Resources Management or relevant field</li> <br/></ul>You may send the resume to this email: josephine.joy@designclinic.sg</div>
Senior Human Resource Manager #SGUnitedJobs,Alliance Human Resources Pte Ltd,Singapore| Singapore,1 month ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/senior-human-resource-manager-%23sgunitedjobs-at-alliance-human-resources-pte-ltd-2218407899?refId=5bf9ed4f-5336-4411-9447-500179395543&position=4&pageNum=29&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong>Happiness Hero ( StartUp - Senior HR Manager )<br/><br/></strong><strong><em>“You need us as much as We need You”<br/><br/></em></strong>We are offering an opportunity for a Happiness Hero to get in on the ground floor of an early StartUp with significant growth potential in the creation of a localise Gig Economy App for Singapore by Singapore by spearheading the various human resources functions end to end.<br/><br/><strong><u>Requirements<br/><br/></u></strong><strong>The Role<br/><br/></strong>Our most valued asset is our human capital. That is why we are looking for a Happiness Hero to join our team. You’ll be the first HR hire and should be excited about contributing at both hands-on and strategic levels and have a proven track record of positively influencing teams and their leaders.<br/><br/>As our first HR hire you will have the opportunity and responsibility to shape our thinking to design our approach to HR to deliver on our responsibilities to our people and to make our team effective and productive.<br/><br/>The Happiness Hero will be responsible for our systems processes tools and compliance and will manage benefits and the onboarding and offboarding of new employees.<br/><br/>Most importantly together with the founding team you will create implement and promote a sustainable culture of a positive high performing environment.<br/><br/><strong>The Successful Applicant<br/><br/></strong>The Happiness Hero must be entrepreneurial pro-active and high performing Head of HR from an international service digital or technology organisation based in Singapore. You must have extensive HR Business Partner and Generalist experience and ideally have a blend of corporate and StartUp experience managing sizable and small teams. You should have experience setting up and developing People Strategy Operations and Projects from Scratch with excellent communication skills. Ability to navigate ambiguity and put in place an effective HR strategy operating in a strategic and operation HR lead position.<br/><br/><strong><u>What You’ll Be Doing<br/></u></strong><ul><li> Working with the founding team to create and sustain a thriving performance driven culture that brings out the best in each employee and sets the highest expectations for the firm’s responsibilities and competitive performance</li><li> Autonomously lead the design implementation and iteration of new people programs as well as assess and improve current people programs.</li><li> Develop a compensation and benefits strategy that enables us to attract and retain exceptional talent and build a highly scalable business</li><li> Build best-in-class people programs in recruiting onboarding and learning &amp; development</li><li> Lead effective and consistent implementation of performance management practices across the organization including leadership development accelerated development succession planning coaching talent reviews and terminations.</li><li> Direct the development and administration of proactive and progressive compensation and benefits programs to attract motivate incentivize and recognize effective performance.</li><li> Hire train and develop the HR team<br/></li></ul><strong><u>What We Look For<br/></u></strong><ul><li> A track record of increasing HR responsibility ideally at one or more growth-stage StartUp; you have helped scale a company from – 10 to 50-100 and can anticipate the challenges we’ll face as we grow and are willing to flex between strategic and hands-on when needed</li><li> Ability to deal with ambiguity in a start-up environment complex problem-solving capabilities and ability to prioritize effectively</li><li> Strong business acumen that can translate company priorities to HR priorities and in turn build operational excellence</li><li> A global mindset with the ability to balance creating consistent global processes with local requirements</li><li> Exceptional interpersonal and communication skills (written and verbal)</li><li> Willingness to drive results by rolling up your sleeves with a can-do approach to work</li><li> Bring expertise on HR best-practices (including compliance management) while driving continuous improvement for a scalable and sustainable model</li><li> Create and maintain effective organization of responsibility including training coaching recognition workflow patterns performance standards delineation of duties and responsibilities.</li><li> Exceptional planning skills and ability to manage multiple high-visibility projects simultaneously</li><li> Ability to deliver within deadlines and strength in facilitating change on a broad scale</li><li> Proven ability to deal with conflict and diffuse difficult situation</li><li> Strong thought leadership and best practices in HR Recruiting Performance Management Compliance and Talent Management/Development</li><li> Deep experience leading and scaling innovative organizations</li><li> A track record of investing in and developing talent on your teams</li><li> Comfortable working in a fast-paced and dynamic environment</li><li> Ability to build and maintain robust scalable systems and processes<br/></li></ul><strong>Bonus Points<br/></strong><ul><li> Familiar in WSQ ATO</li><li> Familiar with WSG schemes</li><li> Familiar with various SG Government grants<br/></li></ul><strong>Next Steps<br/></strong><ul><li> Prepare your updated resume (please include your current salary package with full breakdown such as base incentives annual wage supplement etc.) and expected package.</li><li> Apply through this application or send your resume to <strong>felixteo@ahr.com.sg</strong> in MS Word Copy</li><li> All shortlisted candidates will be contacted.<br/></li></ul>Thanks for your time. Please apply to find out more about this role. Successful referrals are also rewarded!</div>
Deputy Manager/Assistant Manager (Human Resource),Statistics Department,Singapore| Singapore,4 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/deputy-manager-assistant-manager-human-resource-at-statistics-department-2225054435?refId=5bf9ed4f-5336-4411-9447-500179395543&position=5&pageNum=29&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Job Description<br/><br/></u></strong>You will be responsible for managing and supporting the talent management and capability building for the Department including the review and implementation of related HR policies and procedures. There will also be opportunities for you to participate in ad-hoc projects.<br/><ul> <li>Collaborate with stakeholders to review workforce plans and identify strategies and interventions to close manpower and capabilities gaps.</li> <li>Identify capability development needs and priorities and draw up learning plans.</li> <li>Work with internal and external partners vendors and providers to develop broad-based and specialised programmes and courses.</li> <li>Engage management and staff on learning intent evaluation of learning effectiveness evaluation and areas for improvement.</li> <li>Apply data analytics to generate insights for planning and evaluation.</li> <br/><br/></ul><strong><u>Job Requirements<br/></u></strong><ul> <li>2-3 years of relevant experience and familiarity with human resource practices in the public sector will be an added advantage</li> <li>Meticulous and well-organised</li> <li>Strong interpersonal communication (verbal and written) and analytical skills</li> <li>A self-starter who can work well independently and in a team</li> <br/><br/></ul>We regret that only shortlisted applicants will be notified.</div>
Senior Manager / Manager (Human Resource)| CSA,Ministry of Communications and Information,Singapore| Singapore,2 weeks ago,49 applicants,https://sg.linkedin.com/jobs/view/senior-manager-manager-human-resource-csa-at-ministry-of-communications-and-information-2203913233?refId=5bf9ed4f-5336-4411-9447-500179395543&position=6&pageNum=29&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong>Senior Manager / Manager (</strong><strong>Talent Acquisition and HR Operations)</strong><strong> CSA<br/><br/></strong><strong><u>About CSA<br/><br/></u></strong>The Cyber Security Agency of Singapore (CSA) is the national agency overseeing cybersecurity strategy operation education outreach and ecosystem development. It is part of the Prime Minister’s Office and is managed by the Ministry of Communications and Information.<br/><br/><strong><u>Responsibilities<br/><br/></u></strong>You will be a key member of the Talent Acquisition and HR Operations Team to proactively source and engage talents to fulfill CSA’s manpower needs. This includes planning and conducting outreach events such as career fairs/ talks developing marketing collaterals for HR branding managing recruiter platforms and handling the recruitment operations for CSA divisions. You will liaise with different stakeholders and work closely with the Business Partners line managers candidates schools and other agencies to carry out your role effectively.<br/><br/><strong><u>Requirements<br/></u></strong><ul> <li>A degree in HR Business Social Sciences or a related discipline with at least 3 years of relevant work experience.</li> <li>Ability to work independently as well as contribute as a team player</li> <li>Self-motivated and adaptable to engage key stakeholders in a fast-paced work environment</li> <li>Strong organizational and project management skills</li> <li>Familiarity with Public Sector Human Resource policies practices and systems will be an advantage</li> <li>More experienced candidates may be entrusted with supervisory responsibilities.</li></ul></div>
Administration & Operation Executive,Servicom Singapore,Singapore| Singapore,3 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/administration-operation-executive-at-servicom-singapore-2207040964?refId=5bf9ed4f-5336-4411-9447-500179395543&position=7&pageNum=29&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Job Description<br/></u></strong><ul><li> Responsible for the upkeep of the inventory room</li><li> Tracking of Demo and Sales stocks</li><li> Raising of Purchase orders</li><li> Liaise with courier companies and freight forwarders on rates and delivery times</li><li> Periodically tracking of incoming shipping and updating relevant parties</li><li> Prepare documentation for out-going shipments</li><li> Prepare documentation for sales to be done.</li><li> ERP management which includes database input and implementation.</li><li> Organising seminars workshops and public forums.</li><li> Product registration with government authorities (HSA &amp; NEA)</li><li> Conduct GDPMDS audits.</li><li> HR related functions.</li><li> Any other ad-hoc task that may be assigned from time to time.<br/></li></ul><strong><u>Requirements<br/></u></strong><ul><li> Degree in any field</li><li> Minimum 3 years’ experience in similar capacity</li><li> Flexible and versatile personality</li><li> Self-motivated and result oriented</li><li> Good organizational interpersonal and communication skills</li><li> Good command of spoken and written English</li><li> Good working knowledge of Microsoft Office.<br/></li></ul></div>
Lecturer - Airport Services & Human Resource,Institute of Technical Education,Singapore| Singapore,5 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/lecturer-airport-services-human-resource-at-institute-of-technical-education-2219576865?refId=5bf9ed4f-5336-4411-9447-500179395543&position=8&pageNum=29&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">As a Lecturer your contributions go beyond teaching and facilitating learning. You play a critical role in recognising and nurturing your students’ potential and their lifelong learning needs. In addition you will carry out industry or consultancy projects to help you remain relevant in your profession and to evolving changes in industry and maintain strong linkages with industry and schools. You will also have the opportunity to have industry attachments or experience on a regular basis to update your skills knowledge and practices of your profession. Those with good and relevant experience can look forward to Senior Lecturer or equivalent positions with career development opportunities to leadership positions in the Colleges or Headquarters.<br/><br/><strong><u>Requirements<br/><br/></u></strong>You should possess minimum 3 years of operational experience in the Aviation Industry and/or Human Resource and Administration with specific focus on at least one of the following areas :<br/><ul><li> Aviation Industry (Airport Operations)</li><li> Autonomous Operations &amp; Intelligent Business (Unmanned Warehouse Automated Guided Vehicles Predictive Distribution Management)</li><li> Data Analytics</li><li> Air Cargo / Air Freight</li><li> Ground Handling (Ramp Baggage In-flight Catering)</li><li> Apron Operations</li><li> Aviation Safety Management</li><li> Aircraft Interior Aesthetics</li><li> Common business modules (Communications and common CRM and data analytics software)</li><li> Aviation Industry (Passenger Services)</li><li> 3-5 years relevant experience in aviation / tourism service industry</li><li> Candidates with relevant training experience are preferred</li><li> Good presentation and interpersonal skills</li><li> Common business modules (Communications and common CRM and data analytics software)</li><li> Human Resource &amp; Administration</li><li> Recruitment and selection</li><li> Pre-boarding on-boarding and off-boarding</li><li> Training administration</li><li> Payroll &amp; claims processing</li><li> Employee relations and communication &amp;</li><li> Common business modules (Communications and common CRM and data analytics software)<br/></li></ul>Candidates with relevant experience particularly in (1) and (2) are invited to submit their applications.</div>
Research Analyst (RHSO) - Contract #PublicService,Central Provident Fund Board,Singapore| Singapore,6 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/research-analyst-rhso-contract-%23publicservice-at-central-provident-fund-board-2218580276?refId=5bf9ed4f-5336-4411-9447-500179395543&position=9&pageNum=29&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">As trustee of the nation’s retirement savings the Central Provident Fund (CPF) Board helps 4 million CPF members save for their retirement healthcare and housing needs. Every CPF Ambassador plays a vital role in helping Singaporeans save for a secure retirement. So long as you have the passion and commitment to serve the public you will find your niche in our big family.<br/><br/><strong> Corporate Development <br/><br/></strong>We have a strong corporate development team to engage our staff and support our business operations. There is a wide range of job opportunities from Finance Audit Strategic Planning Risk Management to Human Resource and Organisation Development. If you have a passion to ensure data quality to help meet organisational objectives this is the job for you.<br/><br/><strong><u>Responsibilities<br/></u></strong><ul> <li> Carry out data quality assurance activities for a longitudinal study </li> </ul><ul> <li> Involve in managing a wide spectrum of longitudinal data such as to analyse data anomalies formulate and apply suitable data edits for key data variables; and where relevant impute missing responses as well as to derive more statistical insights to support the study </li> <li> Liaise and work with external parties such as survey company academics and other government agencies in the planning execution and analysis of the study </li> <br/><br/></ul><strong><u>Requirements<br/></u></strong><ul> <li> Preferably 1 year of working experience in statistical data management will be an advantage </li> <li> Strong analytical and quantitative skills with the ability to learn and apply relevant statistical and analytical tools as well as techniques for data compilation and analysis. </li> <li> Good communication and presentation skills. </li> <li> Able to work well independently and as a member of the team. </li> <br/><br/></ul>Find out more at CPF Careers page<br/><br/><strong> TRUST. Everything We Stand For.</strong></div>
Foreign Service Administration Specialist,Ministry of Foreign Affairs Singapore,Singapore| Singapore,1 month ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/foreign-service-administration-specialist-at-ministry-of-foreign-affairs-singapore-2198466062?refId=5bf9ed4f-5336-4411-9447-500179395543&position=10&pageNum=29&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Overview<br/><br/></u></strong>Foreign Service Administration Specialists (FSAS) contribute to the success of MFA in administrative and operational roles. FSAS officers can develop along multiple career pathways to pursue a career that makes the best use of their skills knowledge and interests. After a deployment in HQ FSAS officers may be posted to any of our 50 Overseas Missions where they have the unique experience of being in diverse social and cultural environments.<br/><br/><strong>No matter where you begin you can go far.<br/><br/></strong><strong>Job Scope<br/><br/></strong>While at HQ you may perform one of the following roles:<br/><ul> <li><strong>Administration</strong>: Provide administrative secretarial or IT support; or handle information management </li> <li><strong>Consular</strong>: Assist overseas Singaporeans in distress</li> <li><strong>Corporate Services</strong>: Provide administrative support in finance procurement travel relocation or estate management</li> <li><strong>Human Resource</strong>: Execute various functions such as recruitment performance management and career development </li> <li><strong>Protocol</strong>: Organise programmes for VVIPs and manage diplomatic privileges and immunities</li> <li><strong>Strategic Communications</strong>: Manage MFA’s corporate communications and monitor news</li> <li><strong>Technical Cooperation</strong>: Implement and coordinate courses and liaise with training providers</li> <br/><br/></ul><strong><u>Requirements<br/></u></strong><ul> <li>Singapore citizens with strong administrative planning and communication skills who are ready to take up the challenge of working overseas.</li> <br/></ul><strong>Development Opportunities<br/><br/></strong>Our training framework comprises formal training exposure and on-the-job training that are designed to develop your capabilities and competencies. This includes milestone programmes at various stages of your career to hone your skills and prepare you for higher level appointments. Those with leadership potential can look forward to greater job responsibilities.<br/><br/><strong>Find Out More/Contact Us<br/><br/></strong>Applications are open. If you wish to find out more or hear from our officers please visit our website at <strong> www.mfa.gov.sg/career </strong>. If you have any queries please contact us at <strong> mfa_career@mfa.gov.sg .</strong></div>
